response,context,context/0,context/1,context/2,context/3,context/4,context/5
"Hi, Morty.","Yeah, you know what?! Aw, too bad! Tough! First row, take one. Pass it back for me. The stakes are high in this room.  There's crucial things happening here every day. People getting smarter. Some of y'all getting dumber. Some of y'all ain't gonna see 3","Okay, good. It's time for the quiz.",Jessica.,Five plus five.,Jessica.,"Now, look, we're gonna be dealing with some real serious stuff today. You might have heard of it. It's called math? And without it, none of us would even exist, so let's jump right in. Two plus two.","Alright, now, everybody get settled. Get away from the windows!"
"Whoa! Hi, Jessica.","Hi, Morty.","Yeah, you know what?! Aw, too bad! Tough! First row, take one. Pass it back for me. The stakes are high in this room.  There's crucial things happening here every day. People getting smarter. Some of y'all getting dumber. Some of y'all ain't gonna see 3","Okay, good. It's time for the quiz.",Jessica.,Five plus five.,Jessica.,"Now, look, we're gonna be dealing with some real serious stuff today. You might have heard of it. It's called math? And without it, none of us would even exist, so let's jump right in. Two plus two."
Can I show these to you?,"Whoa! Hi, Jessica.","Hi, Morty.","Yeah, you know what?! Aw, too bad! Tough! First row, take one. Pass it back for me. The stakes are high in this room.  There's crucial things happening here every day. People getting smarter. Some of y'all getting dumber. Some of y'all ain't gonna see 3","Okay, good. It's time for the quiz.",Jessica.,Five plus five.,Jessica.
Wow. Th-they're both great. Thank you!,Can I show these to you?,"Whoa! Hi, Jessica.","Hi, Morty.","Yeah, you know what?! Aw, too bad! Tough! First row, take one. Pass it back for me. The stakes are high in this room.  There's crucial things happening here every day. People getting smarter. Some of y'all getting dumber. Some of y'all ain't gonna see 3","Okay, good. It's time for the quiz.",Jessica.,Five plus five.
You know what I named these? My little Morties.,Wow. Th-they're both great. Thank you!,Can I show these to you?,"Whoa! Hi, Jessica.","Hi, Morty.","Yeah, you know what?! Aw, too bad! Tough! First row, take one. Pass it back for me. The stakes are high in this room.  There's crucial things happening here every day. People getting smarter. Some of y'all getting dumber. Some of y'all ain't gonna see 3","Okay, good. It's time for the quiz.",Jessica.
"Uh, that's flattering... and a little weird.",You know what I named these? My little Morties.,Wow. Th-they're both great. Thank you!,Can I show these to you?,"Whoa! Hi, Jessica.","Hi, Morty.","Yeah, you know what?! Aw, too bad! Tough! First row, take one. Pass it back for me. The stakes are high in this room.  There's crucial things happening here every day. People getting smarter. Some of y'all getting dumber. Some of y'all ain't gonna see 3","Okay, good. It's time for the quiz."
Do you know what I want you to do with them?,"Uh, that's flattering... and a little weird.",You know what I named these? My little Morties.,Wow. Th-they're both great. Thank you!,Can I show these to you?,"Whoa! Hi, Jessica.","Hi, Morty.","Yeah, you know what?! Aw, too bad! Tough! First row, take one. Pass it back for me. The stakes are high in this room.  There's crucial things happening here every day. People getting smarter. Some of y'all getting dumber. Some of y'all ain't gonna see 3"
Rename them?,Do you know what I want you to do with them?,"Uh, that's flattering... and a little weird.",You know what I named these? My little Morties.,Wow. Th-they're both great. Thank you!,Can I show these to you?,"Whoa! Hi, Jessica.","Hi, Morty."
"Squeeze them. Manhandle them. Give them the business. See if you can shuffle them. I mean, really get in there and knock them around. No wrong answers.",Rename them?,Do you know what I want you to do with them?,"Uh, that's flattering... and a little weird.",You know what I named these? My little Morties.,Wow. Th-they're both great. Thank you!,Can I show these to you?,"Whoa! Hi, Jessica."
"Wow. Well, okay, Jessica. L-let's give this a shot.","Squeeze them. Manhandle them. Give them the business. See if you can shuffle them. I mean, really get in there and knock them around. No wrong answers.",Rename them?,Do you know what I want you to do with them?,"Uh, that's flattering... and a little weird.",You know what I named these? My little Morties.,Wow. Th-they're both great. Thank you!,Can I show these to you?
"Mm. Oh, Morty. What are you doing to me?","Wow. Well, okay, Jessica. L-let's give this a shot.","Squeeze them. Manhandle them. Give them the business. See if you can shuffle them. I mean, really get in there and knock them around. No wrong answers.",Rename them?,Do you know what I want you to do with them?,"Uh, that's flattering... and a little weird.",You know what I named these? My little Morties.,Wow. Th-they're both great. Thank you!
"Uh, I-I'm just doing my best.","Mm. Oh, Morty. What are you doing to me?","Wow. Well, okay, Jessica. L-let's give this a shot.","Squeeze them. Manhandle them. Give them the business. See if you can shuffle them. I mean, really get in there and knock them around. No wrong answers.",Rename them?,Do you know what I want you to do with them?,"Uh, that's flattering... and a little weird.",You know what I named these? My little Morties.
Morty! What are you doing to me?!,"Uh, I-I'm just doing my best.","Mm. Oh, Morty. What are you doing to me?","Wow. Well, okay, Jessica. L-let's give this a shot.","Squeeze them. Manhandle them. Give them the business. See if you can shuffle them. I mean, really get in there and knock them around. No wrong answers.",Rename them?,Do you know what I want you to do with them?,"Uh, that's flattering... and a little weird."
"Ah, Jessica.",Morty! What are you doing to me?!,"Uh, I-I'm just doing my best.","Mm. Oh, Morty. What are you doing to me?","Wow. Well, okay, Jessica. L-let's give this a shot.","Squeeze them. Manhandle them. Give them the business. See if you can shuffle them. I mean, really get in there and knock them around. No wrong answers.",Rename them?,Do you know what I want you to do with them?
Morty!,"Ah, Jessica.",Morty! What are you doing to me?!,"Uh, I-I'm just doing my best.","Mm. Oh, Morty. What are you doing to me?","Wow. Well, okay, Jessica. L-let's give this a shot.","Squeeze them. Manhandle them. Give them the business. See if you can shuffle them. I mean, really get in there and knock them around. No wrong answers.",Rename them?
Jessica.,Morty!,"Ah, Jessica.",Morty! What are you doing to me?!,"Uh, I-I'm just doing my best.","Mm. Oh, Morty. What are you doing to me?","Wow. Well, okay, Jessica. L-let's give this a shot.","Squeeze them. Manhandle them. Give them the business. See if you can shuffle them. I mean, really get in there and knock them around. No wrong answers."
"Five more minutes of this, and I'm gonna get mad.",Jessica.,Morty!,"Ah, Jessica.",Morty! What are you doing to me?!,"Uh, I-I'm just doing my best.","Mm. Oh, Morty. What are you doing to me?","Wow. Well, okay, Jessica. L-let's give this a shot."
Je-Jessica. Jessica.,"Five more minutes of this, and I'm gonna get mad.",Jessica.,Morty!,"Ah, Jessica.",Morty! What are you doing to me?!,"Uh, I-I'm just doing my best.","Mm. Oh, Morty. What are you doing to me?"
Not my fault this is happening.,Je-Jessica. Jessica.,"Five more minutes of this, and I'm gonna get mad.",Jessica.,Morty!,"Ah, Jessica.",Morty! What are you doing to me?!,"Uh, I-I'm just doing my best."
"Uh, morning, Frank.",Not my fault this is happening.,Je-Jessica. Jessica.,"Five more minutes of this, and I'm gonna get mad.",Jessica.,Morty!,"Ah, Jessica.",Morty! What are you doing to me?!
"Oh, geez, Frank. I don't know if a knife is necessary. I mean, you know, y-you kind of had things handled without it.","Uh, morning, Frank.",Not my fault this is happening.,Je-Jessica. Jessica.,"Five more minutes of this, and I'm gonna get mad.",Jessica.,Morty!,"Ah, Jessica."
"There you are, Morty. Listen to me. I got an errand to run in a whole different dimension. I need an extra pair of hands.","Oh, geez, Frank. I don't know if a knife is necessary. I mean, you know, y-you kind of had things handled without it.","Uh, morning, Frank.",Not my fault this is happening.,Je-Jessica. Jessica.,"Five more minutes of this, and I'm gonna get mad.",Jessica.,Morty!
"Oh, geez, Rick. W-w-what'd you do to Frank?","There you are, Morty. Listen to me. I got an errand to run in a whole different dimension. I need an extra pair of hands.","Oh, geez, Frank. I don't know if a knife is necessary. I mean, you know, y-you kind of had things handled without it.","Uh, morning, Frank.",Not my fault this is happening.,Je-Jessica. Jessica.,"Five more minutes of this, and I'm gonna get mad.",Jessica.
"It's pretty obvious, Morty. I froze him. Now listen I need your help, Morty. I mean, we got we got to get get the hell out of here and go take care of business.  It's important. Come on, Morty.","Oh, geez, Rick. W-w-what'd you do to Frank?","There you are, Morty. Listen to me. I got an errand to run in a whole different dimension. I need an extra pair of hands.","Oh, geez, Frank. I don't know if a knife is necessary. I mean, you know, y-you kind of had things handled without it.","Uh, morning, Frank.",Not my fault this is happening.,Je-Jessica. Jessica.,"Five more minutes of this, and I'm gonna get mad."
